,A,AA,AE,AO,E,EA,EE,EO,O,OA,OE,OO,argument,narrative
,0.2822429906542056,0.14080996884735203,0.09283489096573208,0.04672897196261682,0.4373831775700935,0.08722741433021806,0.25482866043613706,0.08785046728971962,0.2623052959501558,0.049221183800623056,0.08722741433021806,0.12274143302180686,,
